object_type,log_Mbar,M_bar_Msun,closure,log_closure
cluster,13.628999058003242,42559749000000.0,0.2937466529057282,-0.5320270732575836
cluster,13.396192649490636,24899616000000.0,0.3005652352417536,-0.522061253342583
cluster,13.927858969682577,84695233500000.0,0.2672826385924635,-0.5730292500289695
cluster,13.551708807929412,35621221500000.01,0.2971181735496583,-0.5270707832991753
cluster,14.019396066739771,104567341500000.0,0.2538706991424274,-0.5953874209658973
cluster,13.810846771438829,64691433000000.0,0.2805061510035161,-0.5520576109939301
cluster,13.60389678817797,40169533500000.0,0.2949749705087562,-0.5302148336187925
cluster,14.123138335810483,132781734000000.0,0.2349231278773666,-0.6290742253889433
cluster,13.734676050020873,54284526000000.0,0.2870394674969381,-0.5420583843193767
cluster,13.73998163426687,54951763500000.0,0.2866329260977477,-0.5426739227969511
cluster,13.402102444594224,25240761000000.0,0.3005070128331963,-0.5221453885556779
cluster,13.86063401663273,72549432000000.0,0.2753793547624649,-0.5600686219905918
cluster,13.973842986414507,94154913000000.0,0.2609070365518393,-0.5835142080043157
cluster,13.408664526564298,25625038500000.0,0.3004361027895687,-0.5222478802558116
cluster,13.812537439069537,64943761500000.0,0.2803435634014707,-0.5523094107133867
cluster,13.80480625759051,63797881499999.99,0.2810806135991007,-0.5511691070687428
cluster,13.770408646775397,58939798499999.99,0.2841637735661975,-0.5464312886291989
cluster,13.64357574698613,44012470500000.0,0.2929718695067499,-0.5331740776134445
cluster,13.817724393359134,65724061500000.0,0.2798397972763429,-0.5530905224801698
cluster,13.837244679338987,68745564000000.0,0.2778762256001962,-0.5561486087905565
cluster,14.084188521185277,121391568000000.0,0.2425370633544631,-0.6152218851838896
cluster,13.728996484177891,53579232000000.0,0.2874669169934081,-0.5414121286923683
cluster,13.687018641939849,48642808500000.0,0.2903838471821076,-0.5370275452542571
cluster,13.953116750072107,89767008000000.0,0.2638684567808533,-0.5786125228712204
cluster,13.546369670017066,35185981500000.0,0.2973074066023966,-0.5267942713988861
cluster,13.868940098738342,73950326999999.98,0.2744539580441402,-0.5615305016492302
cluster,13.882576721306657,76309168500000.0,0.2728897637320056,-0.5640127546858456
cluster,13.920321229694345,83237922000000.0,0.2682610922938544,-0.5714423114033316
cluster,14.021777276827754,105142252500000.0,0.2534823161506551,-0.5960523332382405
cluster,13.89456969635313,78445800000000.0,0.2714672465327262,-0.5662825620537436
cluster,13.702196730026536,50372874000000.0,0.2893776904042003,-0.5385349538936375
cluster,13.962205653479938,91665445500000.0,0.2625878189837282,-0.5807254239847327
cluster,13.832165013340036,67946175000000.0,0.278397590560228,-0.5553345277214093
cluster,13.505034651037834,31991503500000.0,0.2985926857905609,-0.5249208347881668
cluster,13.78410992012783,60828894000000.0,0.2829735614301509,-0.5482541392508785
cluster,13.300681453950098,19983955500000.0,0.3008042942460389,-0.5217159681001875
cluster,13.863454523601698,73022134500000.0,0.2750674185635584,-0.560560848272797
cluster,13.951788600949227,89492904000000.0,0.2640532623585354,-0.5783084624661227
cluster,13.646999609444496,44360824500000.0,0.2927831930263324,-0.5334538572086556
cluster,13.64210152494218,43863322500000.0,0.2930523196711672,-0.533054836587769
cluster,13.784937172815281,60944872500000.0,0.2829001086175176,-0.5483668857986491
cluster,13.787640559572655,61325424000000.0,0.2826587982962016,-0.5487374917463316
cluster,13.677743537839685,47614972500000.0,0.2909722846954797,-0.5361483758836684
cluster,13.70012035438992,50132614500000.0,0.2895185349168125,-0.538323627603483
cluster,13.564634029414972,36697293000000.0,0.2966374289522932,-0.5277740516829496
cluster,13.740666490644799,55038487500000.0,0.2865799365520288,-0.542754217810791
cluster,13.780175948968905,60280375500000.01,0.2833203738505371,-0.5477221938074397
cluster,14.008714165488241,102026776500000.0,0.2555874095284124,-0.5924605437335573
cluster,13.41544552842201,26028283500000.0,0.3003558371776451,-0.5223639234655602
cluster,13.927192589332329,84565377000000.0,0.2673698800566133,-0.5728875187717956
cluster,13.853654698033644,71392846500000.0,0.2761411331432958,-0.5588688973570616
cluster,13.47595976753227,29919874500000.0,0.2993129612187186,-0.523874476397731
