name,type,source,redshift,M500_Msun,M_bar_Msun,M_gas_Msun,M_star_Msun,sigma_kms,sigma2_kms2,Q1_MOND_kms2,Q1_cluster_kms2,IRS_closure,Q1_ref_kms2
PSZ2 G182.42-28.28,cluster,PSZ2_Planck2016,0.0882,695241700000000.0,93857629500000.0,86905212500000.0,6952417000000.0,850.2351026074977,722899.729705982,1222588.6312947886,319227.45098943205,0.261107818949169,1222588.6312947886
PSZ2 G182.59+55.83,cluster,PSZ2_Planck2016,0.206,583450400000000.0,78765804000000.0,72931300000000.0,5834504000000.0,801.6018716544495,642565.5606399166,1119990.7028486037,303801.7142163166,0.2712537822355328,1119990.7028486037
PSZ2 G183.30+34.98,cluster,PSZ2_Planck2016,0.3919,655912800000000.0,88548228000000.0,81989100000000.0,6559128000000.0,833.7612169907577,695157.7669579093,1187505.1443121645,314320.69315270934,0.2646899633725566,1187505.1443121645
PSZ2 G183.90+42.99,cluster,PSZ2_Planck2016,0.561,694581600000000.0,93768516000000.0,86822700000000.0,6945816000000.0,849.9637780041465,722438.4239190822,1222008.0976428578,319149.41345468216,0.2611680021354132,1222008.0976428578
PSZ2 G184.24+43.69,cluster,PSZ2_Planck2016,0.397,541092000000000.0,73047420000000.0,67636500000000.0,5410920000000.0,781.5567027772828,610830.879656098,1078569.172251057,296661.230978098,0.2750507233198062,1078569.172251057
PSZ2 G184.68+28.91,cluster,PSZ2_Planck2016,0.288,550180000000000.0,74274300000000.0,68772500000000.0,5501800000000.0,785.9429280974781,617706.2862264377,1087589.099322265,298259.94935643766,0.2742395538372896,1087589.099322265
PSZ2 G185.08+34.02,cluster,PSZ2_Planck2016,0.364755,540929300000000.0,73025455500000.0,67616162500000.0,5409293000000.0,781.4777332443426,610707.4475567159,1078407.003527677,296632.2659967659,0.2750652258622437,1078407.003527677
PSZ2 G185.16-53.63,cluster,PSZ2_Planck2016,0.422989,635498000000000.0,85792230000000.0,79437250000000.0,6354980000000.0,824.9502628925386,680542.9362464686,1168878.9581735765,311559.1342394686,0.2665452500969759,1168878.9581735765
PSZ2 G186.24-11.99,cluster,PSZ2_Planck2016,0.115,469822100000000.0,63425983500000.0,58727762500000.0,4698221000000.0,745.3341742660712,555523.0313288862,1005030.3283679726,282734.2188937362,0.2813190914873749,1005030.3283679726
PSZ2 G186.37+37.26,cluster,PSZ2_Planck2016,0.282,1099841600000000.0,148478616000000.03,137480200000000.02,10998416000000.002,991.9009948919694,983867.5836676786,1537720.902096953,345275.9041132786,0.2245374330559168,1537720.902096953
PSZ2 G186.61+62.94,cluster,PSZ2_Planck2016,0.509365,568019800000000.0,76682673000000.0,71002475000000.0,5680198000000.0,794.415164073626,631095.4529101261,1105081.1829060134,301290.94460442604,0.2726414577181798,1105081.1829060134
PSZ2 G186.81+07.32,cluster,PSZ2_Planck2016,0.2204,537574300000000.0,72572530500000.0,67196787500000.0,5375743000000.0,779.8457926363766,608159.4602926584,1075057.5057107948,296032.2638652084,0.2753641198658308,1075057.5057107948
PSZ2 G186.99+38.65,cluster,PSZ2_Planck2016,0.378,684051800000000.0,92346993000000.0,85506475000000.0,6840518000000.0,845.6123141526003,715060.185846516,1212709.952092503,317885.0036528161,0.2621278097902247,1212709.952092503
PSZ2 G187.53+21.92,cluster,PSZ2_Planck2016,0.171,516530500000000.0,69731617500000.0,64566312500000.0,5165305000000.0,769.4521973977409,592056.6840802119,1053805.4298222845,292147.9703744619,0.2772314149337134,1053805.4298222845
PSZ2 G187.74+20.66,cluster,PSZ2_Planck2016,0.1929,429057900000000.0,57922816500000.0,53632237500000.0,4290579000000.0,722.9474686507217,522653.0424284862,960440.3514707416,273532.8009436362,0.284799363671851,960440.3514707416
PSZ2 G188.38+07.05,cluster,PSZ2_Planck2016,0.081,331057600000000.0,44692776000000.0,41382200000000.0,3310576000000.0,662.6267969898169,439074.272088984,843653.7237528199,246855.111790584,0.2926024088325004,843653.7237528199
PSZ2 G188.57-68.86,cluster,PSZ2_Planck2016,0.174,333981800000000.0,45087543000000.0,41747725000000.0,3339818000000.0,664.5876387798345,441676.72961895575,847371.4883141256,247759.71593025577,0.2923861840373956,847371.4883141256
PSZ2 G189.23+20.55,cluster,PSZ2_Planck2016,0.3976,546218700000000.0,73739524500000.0,68277337500000.0,5462187000000.0,784.0370098037451,614714.032741998,1083666.7015334277,297567.711819948,0.2745933887226385,1083666.7015334277
PSZ2 G189.31+59.24,cluster,PSZ2_Planck2016,0.1259,324159200000000.0,43761492000000.0,40519900000000.0,3241592000000.0,657.9550192292324,432904.8073289396,834817.6500951643,244691.00638613963,0.293107131070176,834817.6500951643
PSZ2 G189.53-25.10,cluster,PSZ2_Planck2016,0.245,603739600000000.0,81504846000000.0,75467450000000.0,6037396000000.0,810.861881412985,657496.9907286058,1139297.8503489462,306952.7985672058,0.2694227839306392,1139297.8503489462
PSZ2 G190.61+66.46,cluster,PSZ2_Planck2016,0.4881,554629000000000.0,74874915000000.0,69328625000000.0,5546290000000.0,788.0726632152487,621058.5225071748,1091977.6097347972,299029.0005836748,0.2738416959449364,1091977.6097347972
PSZ2 G191.00+06.65,cluster,PSZ2_Planck2016,0.068,589188800000000.0,79540488000000.0,73648600000000.0,5891888000000.0,804.2422864560095,646805.6553239902,1125484.9395111836,304709.9704847902,0.2707366040963024,1125484.9395111836
PSZ2 G192.18+56.12,cluster,PSZ2_Planck2016,0.124,362056500000000.0,48877627500000.0,45257062500000.0,3620565000000.0,682.857763396835,466294.7250313279,882268.1897600875,256076.93691657792,0.2902484073308957,882268.1897600875
PSZ2 G192.77+33.14,cluster,PSZ2_Planck2016,0.0503,165846400000000.0,22389264000000.0,20730800000000.0,1658464000000.0,525.2942300814484,275934.02815686166,597125.297965542,179640.04261926166,0.3008414535966086,597125.297965542
PSZ2 G192.90+29.63,cluster,PSZ2_Planck2016,0.360465,517000200000000.0,69795027000000.0,64625025000000.0,5170002000000.0,769.6872226048182,592418.420641119,1054284.452781634,292236.989016819,0.2771898876491806,1054284.452781634
PSZ2 G193.31-46.13,cluster,PSZ2_Planck2016,0.64,608570900000000.0,82157071500000.0,76071362500000.0,6085709000000.0,813.0363355954131,661028.0829984172,1143847.2635502128,307678.7341840672,0.268985855007521,1143847.2635502128
PSZ2 G193.63+54.85,cluster,PSZ2_Planck2016,0.292,518532300000000.06,70001860500000.01,64816537500000.01,5185323000000.001,770.452860042301,593597.6095473615,1055845.452459117,292526.60772291146,0.2770543804887376,1055845.452459117
PSZ2 G194.36+14.07,cluster,PSZ2_Planck2016,0.289,506553900000000.0,68384776500000.0,63319237500000.0,5065539000000.0,764.4263008291055,584347.56939927,1043578.8729025468,290231.48415042,0.2781116901525495,1043578.8729025468
PSZ2 G194.98+54.12,cluster,PSZ2_Planck2016,0.374986,566310600000000.0,76451931000000.0,70788825000000.0,5663106000000.0,793.6111741922699,629818.6958028334,1103417.308005347,301006.58576493344,0.2727948742339963,1103417.308005347
PSZ2 G195.24+29.34,cluster,PSZ2_Planck2016,0.284176,494309500000000.0,66731782499999.99,61788687499999.99,4943094999999.999,758.1672972626118,574817.6506384936,1030889.0465629754,287810.92728424363,0.279187103834129,1030889.0465629754
PSZ2 G195.39-29.08,cluster,PSZ2_Planck2016,0.2842,556195000000000.06,75086325000000.02,69524375000000.01,5561950000000.001,788.8196072450138,622236.3727741778,1093518.1274157583,299297.5975816778,0.2737015419113249,1093518.1274157583
PSZ2 G195.60+44.06,cluster,PSZ2_Planck2016,0.2952,613071500000000.0,82764652500000.0,76633937500000.0,6130715000000.0,815.0516611559323,664309.2103530447,1148069.0528288228,308346.71641579474,0.2685785455639917,1148069.0528288228
PSZ2 G195.65-17.67,cluster,PSZ2_Planck2016,0.0284,166051500000000.0,22416952500000.0,20756437500000.0,1660515000000.0,525.5124142788897,276163.29756122734,597494.412271419,179750.22655397735,0.3008400126632877,597494.412271419
PSZ2 G195.75-24.32,cluster,PSZ2_Planck2016,0.203,780038000000000.0,105305130000000.0,97504750000000.0,7800380000000.0,883.7558334184044,781024.3731010586,1295001.664595789,328117.5394840587,0.253372291676918,1295001.664595789
PSZ2 G197.13+33.46,cluster,PSZ2_Planck2016,0.4561,586694600000000.0,79203771000000.0,73336825000000.0,5866946000000.0,803.0967356400088,644964.3667956381,1123100.1676525811,304316.8681017381,0.2709614661867588,1123100.1676525811
PSZ2 G198.46+46.01,cluster,PSZ2_Planck2016,0.299462,555494000000000.0,74991690000000.0,69436750000000.0,5554940000000.0,788.4854201111979,621709.2577279322,1092828.802725858,299177.4982069322,0.2737642871973081,1092828.802725858
PSZ2 G198.47-23.69,cluster,PSZ2_Planck2016,0.1248,362938000000000.0,48996630000000.0,45367250000000.0,3629380000000.0,683.4159311965349,467057.3350132269,883341.567265735,256327.7290462269,0.2901796298793624,883341.567265735
PSZ2 G198.90+18.16,cluster,PSZ2_Planck2016,0.3184,584262100000000.0,78875383500000.0,73032762500000.0,5842621000000.0,801.9764038187038,643166.1522819807,1120769.5012589078,303931.0153868307,0.27118066207676,1120769.5012589078
PSZ2 G199.09-16.61,cluster,PSZ2_Planck2016,0.151,462363200000000.0,62419032000000.0,57795400000000.0,4623632000000.0,741.337166393162,549580.7942758427,997020.4746603712,281122.77954704274,0.2819628951379413,997020.4746603712
PSZ2 G199.61+53.41,cluster,PSZ2_Planck2016,0.371173,553802900000000.0,74763391500000.0,69225362500000.0,5538029000000.0,787.6780692195863,620436.7407294954,1091164.0759502752,298886.87022714544,0.2739156070244067,1091164.0759502752
PSZ2 G199.75+46.59,cluster,PSZ2_Planck2016,0.553387,591431500000000.0,79843252500000.0,73928937500000.0,5914315000000.0,805.2695807139611,648459.0976232387,1127624.939172109,305061.2529459888,0.2705343260410343,1127624.939172109
PSZ2 G200.06+77.22,cluster,PSZ2_Planck2016,0.360512,462180500000000.0,62394367500000.0,57772562500000.0,4621805000000.0,741.2387273643133,549434.8509446668,996823.4719158846,281082.9157639168,0.2819786287974121,996823.4719158846
PSZ2 G200.63-64.71,cluster,PSZ2_Planck2016,0.0907,247962000000000.03,33474870000000.004,30995250000000.004,2479620000000.0005,601.3049817609456,361567.6810905311,730138.1009408161,217595.61270753105,0.2980198025923441,730138.1009408161
PSZ2 G200.82+27.42,cluster,PSZ2_Planck2016,0.382015,609391700000000.0,82267879500000.0,76173962500000.0,6093917000000.0,813.4046180526216,661627.0726693312,1144618.3762306848,307801.14972778125,0.2689115919503178,1144618.3762306848
PSZ2 G200.95-28.16,cluster,PSZ2_Planck2016,0.22,530229100000000.0,71580928500000.0,66278637500000.0,5302291000000.0,776.249179057046,602562.7879867379,1067687.666830232,294700.3726010879,0.2760173988672165,1067687.666830232
PSZ2 G201.50-27.31,cluster,PSZ2_Planck2016,0.5377,830425500000000.0,112107442500000.0,103803187500000.0,8304255000000.0,902.5399309340552,814578.3269304491,1336173.2867389142,332415.4274821991,0.248781674339185,1336173.2867389142
PSZ2 G201.54+30.62,cluster,PSZ2_Planck2016,0.3349,634871600000000.0,85707666000000.0,79358950000000.0,6348716000000.0,824.6769583943226,680092.0857065113,1168302.7436974747,311471.9850071113,0.2666021172058166,1168302.7436974747
PSZ2 G202.50+19.17,cluster,PSZ2_Planck2016,0.101593,260588600000000.0,35179461000000.0,32573575000000.0,2605886000000.0,611.4239082061682,373839.1955261048,748497.1532486154,222535.8517112049,0.2973102178750557,748497.1532486154
PSZ2 G203.18+20.84,cluster,PSZ2_Planck2016,0.184015,352076900000000.0,47530381500000.0,44009612500000.0,3520769000000.0,676.4747778564542,457618.1250759391,870023.9588135764,253194.70728258917,0.2910203848039571,870023.9588135764
PSZ2 G203.22+66.40,cluster,PSZ2_Planck2016,0.579565,588712900000000.0,79476241500000.0,73589112500000.0,5887129000000.0,804.0239612381597,646454.5302451018,1125030.3089378327,304635.1631777518,0.2707795165673047,1125030.3089378327
PSZ2 G204.10+16.51,cluster,PSZ2_Planck2016,0.122,370586800000000.0,50029218000000.0,46323350000000.0,3705868000000.0,688.2217917555035,473649.2346471557,892601.1039388856,258478.5709509557,0.2895790401897746,892601.1039388856
PSZ2 G204.24+14.51,cluster,PSZ2_Planck2016,0.3454,601141500000000.0,81154102500000.0,75142687500000.0,6011415000000.0,809.6877576335917,655594.2648617139,1136843.8113050517,306558.5854194639,0.2696576102811756,1136843.8113050517
PSZ2 G204.73+15.88,cluster,PSZ2_Planck2016,0.344,622150900000000.0,83990371500000.0,77768862500000.0,6221509000000.0,819.0876251016506,670904.537594662,1156539.082899988,309670.34881031205,0.2677560606372443,1156539.082899988
PSZ2 G205.05-62.95,cluster,PSZ2_Planck2016,0.31,763527700000000.0,103076239500000.0,95440962500000.0,7635277000000.0,877.4260619821761,769876.4942455494,1281223.351007161,326555.89577999944,0.2548781955334299,1281223.351007161
PSZ2 G205.48+18.70,cluster,PSZ2_Planck2016,0.446659,583205700000000.0,78732769500000.0,72900712500000.0,5832057000000.0,801.488895052278,642384.4488921216,1119755.815301614,303762.6805495716,0.2712758231737791,1119755.815301614
PSZ2 G205.65+18.10,cluster,PSZ2_Planck2016,0.445414,603740500000000.0,81504967500000.0,75467562500000.0,6037405000000.0,810.862287555818,657497.6493802542,1139298.6995293573,306952.9346595042,0.2694227025680851,1139298.6995293573
PSZ2 G205.90+73.76,cluster,PSZ2_Planck2016,0.4474,738794000000000.0,99737190000000.0,92349250000000.0,7387940000000.0,867.7712289256154,753026.9057510729,1260300.5519810996,324067.22528007295,0.2571348753046749,1260300.5519810996
PSZ2 G205.93-39.46,cluster,PSZ2_Planck2016,0.443,1225038100000000.0,165380143500000.0,153129762500000.0,12250381000000.0,1028.489026427043,1057789.6774808466,1622883.1255926983,346506.2183016967,0.2135127372004364,1622883.1255926983
PSZ2 G206.22+24.89,cluster,PSZ2_Planck2016,0.0925,227480900000000.0,30709921500000.0,28435112500000.0,2274809000000.0,584.1372438342188,341216.3196342376,699334.4385852702,209136.0182548876,0.2990500777824736,699334.4385852702
PSZ2 G206.45+13.89,cluster,PSZ2_Planck2016,0.381,723868500000000.0,97722247500000.0,90483562500000.0,7238685000000.0,861.8407999499541,742769.5644583767,1247504.9734354264,322475.95018562675,0.2584967251052958,1247504.9734354264
