r,aN,aBL,aTot,v
2.113985996499125,0.10312564777377992,3.2790937873570346e-05,0.10315843871165349,0.4669855403084219
2.1264888722180544,0.10230249495867218,3.550360343441567e-05,0.1023379985621066,0.4664982477431045
2.138991747936984,0.10148915860817623,3.844179107415237e-05,0.10152760039925038,0.4660114799464067
2.151494623655914,0.10068548325288257,4.16243205182242e-05,0.1007271075734008,0.46552532734598095
2.163997499374844,0.09989131648907063,4.507158593060814e-05,0.09993638807500123,0.4650398841936642
2.1765003750937737,0.09910650890645131,4.880568773242791e-05,0.09915531459418374,0.46455524903587303
2.189003250812703,0.09833091401788892,5.2850575432834056e-05,0.09838376459332175,0.4640715252221074
2.201506126531633,0.09756438819103999,5.723220238476305e-05,0.09762162039342476,0.4635888214550368
2.2140090022505627,0.09680679058185071,6.197869345227798e-05,0.09686876927530298,0.4631072523859387
2.2265118779694926,0.0960579830698542,6.712052665600405e-05,0.0961251035965102,0.4626269392595701
2.2390147536884224,0.09531783019521287,7.269072994908755e-05,0.09539052092516195,0.46214801061290073
2.251517629407352,0.09458619909745226,7.872509436853114e-05,0.09466492419182079,0.46167060303250307
2.2640205051262816,0.09386295945583427,8.526240490610715e-05,0.09394822186074038,0.4611948619757915
2.2765233808452114,0.09314798343132019,9.23446905497446e-05,0.09324032812186994,0.46072094266173336
2.2890262565641413,0.09244114561007519,0.00010001749506077028,0.09254116310513595,0.4602490110371134
2.3015291322830707,0.09174232294846736,0.00010833017017508048,0.09185065311864245,0.4597792448249295
2.3140320080020005,0.09105139471951676,0.00011733619304768232,0.09116873091256444,0.4593118346620252
2.3265348837209303,0.09036824246075063,0.0001270935099004752,0.09049533597065111,0.45884698533363527
2.33903775943986,0.0896927499234228,0.0001376649079830903,0.08983041483140589,0.4583849171131232
2.35154063515879,0.0890248030230567,0.0001491184181163953,0.08917392144117309,0.45792586721583683
2.3640435108777194,0.08836428979127264,0.00016152775025830352,0.08852581754153095,0.45747009137669453
2.376546386596649,0.0877111003288614,0.00017497276471203392,0.08788607309357344,0.457017865561841
2.389049262315579,0.08706512676006743,0.00018953998178817484,0.08725466674185561,0.4565694878254808
2.401552138034509,0.08642626318804628,0.00020532313293393522,0.08663158632098021,0.45612528032380656
2.4140550137534387,0.0857944056514615,0.00022242375655573806,0.08601682940801723,0.45568559149878574
2.426557889472368,0.0851694520821884,0.00024095184198470707,0.08541040392417311,0.45525079844545463
2.439060765191298,0.08455130226409205,0.00026102652526816493,0.08481232878936021,0.45482130947728566
2.4515636409102277,0.08393985779284872,0.00028277684071337185,0.0842226346335621,0.4543975669051358
2.4640665166291575,0.08333502203678059,0.00030634253236147985,0.08364136456914206,0.45398005004624964
2.476569392348087,0.0827367000986746,0.0003318749298286125,0.08306857502850322,0.45356927848076495
2.4890722680670168,0.08214479877855731,0.0003595378932154632,0.08250433667177277,0.4531658155741386
2.5015751437859466,0.0815592265373986,0.0003895088320543344,0.08194873536945294,0.45277027228487043
2.5140780195048764,0.0809798934617177,0.00042197980353028415,0.08140187326524799,0.4523833112778163
2.5265808952238062,0.08040671122906601,0.0004571586954770426,0.08086386992454304,0.45200565136424276
2.5390837709427356,0.07983959307436199,0.0004952704999040214,0.08033486357426602,0.4516380722905428
2.5515866466616655,0.0792784537570542,0.0005365586830521862,0.07981501244010639,0.45128141989817194
2.5640895223805953,0.07872320952908937,0.0005812866581965885,0.07930449618728597,0.4509366116778408
2.576592398099525,0.07817377810366273,0.000629739367603468,0.0788035174712662,0.45060464274124784
2.589095273818455,0.07763007862472925,0.0006822249801993636,0.07831230360492861,0.4502865922336092
2.6015981495373843,0.07709203163725423,0.0007390767116062354,0.07783110834886046,0.44998363020985443
2.614101025256314,0.07655955905818328,0.0008006547732252189,0.0773602138314085,0.44969702499653325
2.626603900975244,0.0760325841481116,0.0008673484569944131,0.07689993260510603,0.4494281510601053
2.639106776694174,0.07551103148363333,0.0009395783622823786,0.07645060984591572,0.44917849740026344
2.651609652413103,0.07499482693035271,0.0010177987710838314,0.07601262570143655,0.4489496764841172
2.664112528132033,0.07448389761653845,0.001102500177228849,0.0755863977937673,0.4487434337332937
2.676615403850963,0.07397817190740454,0.0011942119746680964,0.07517238388207263,0.44856165757112304
2.6891182795698927,0.07347757937999995,0.0012935053090154514,0.0747710846890154,0.4484063900308512
2.7016211552888225,0.07298205079869104,0.001400996095371157,0.0743830468940622,0.4482798379180565
2.714124031007752,0.07249151809122091,0.0015173482039621882,0.07400886629518309,0.4481843845108797
2.7266269067266817,0.07200591432532971,0.0016432768132635769,0.07364919113859329,0.4481226017700343
2.7391297824456116,0.07152517368592175,0.001779551927938979,0.07330472561386073,0.4480972630165571
2.7516326581645414,0.07104923145276383,0.0019270020560869388,0.07297623350885077,0.448111356018563
2.764135533883471,0.07057802397870176,0.00208651803681832,0.07266454201552008,0.44816809640855465
2.7766384096024006,0.07011148866838048,0.0022590570050294136,0.07237054567340989,0.44827094132976625
2.7891412853213304,0.06964956395745497,0.0024456464752747476,0.07209521043272972,0.44842360318325747
2.8016441610402603,0.06919218929227926,0.002647388520776359,0.07183957781305561,0.44863006331669825
2.81414703675919,0.06873930511006018,0.0028654640167187573,0.07160476912677895,0.4488945854607192
2.8266499124781195,0.06829085281946488,0.003101136908952296,0.07139198972841718,0.4492217286791337
2.8391527881970493,0.06784677478166914,0.00335575845994248,0.07120253324161162,0.4496163595551375
2.851655663915979,0.06740701429183613,0.003630771413140828,0.07103778570497696,0.4500836632867795
2.864158539634909,0.06697151556101356,0.003927714004805427,0.070899229565819,0.4506291533117629
