r,aN,aChi,aTot,v,chi
3.301396049506188,0.05404818770843775,6.385482671750979e-11,0.054048187772292575,0.4224150489677367,1.0607903999110052e-11
3.326399049881235,0.05342528540476124,7.392966781331397e-11,0.05342528547869091,0.42156116858167947,1.2330416883324975e-11
3.3514020502562816,0.052813089745574096,8.55416396389112e-11,0.05281308983111573,0.4207111806695544,1.432404746334355e-11
3.3764050506313286,0.052211356757056016,9.891684774222477e-11,0.05221135685597286,0.4198650842697228,1.6630055277929123e-11
3.4014080510063756,0.05161984937533613,1.1431334600966325e-10,0.051619849489649476,0.419022877234443,1.9295752585104023e-11
3.4264110513814225,0.051038337212967806,1.3202545313575118e-10,0.05103833734499326,0.41818455629424917,2.2375357128814733e-11
3.4514140517564695,0.05046659633455938,1.5238862343772373e-10,0.050466596486948005,0.4173501171191593,2.593095976043235e-11
3.476417052131516,0.04990440904115295,1.757849391506196e-10,0.049904409216937895,0.4165195543768769,3.00336216146707e-11
3.501420052506563,0.04935156366296326,2.0264929892022485e-10,0.04935156386561256,0.4156928617881406,3.4764617312878676e-11
3.52642305288161,0.048807854360108364,2.3347638557799016e-10,0.04880785459358475,0.4148700321793692,4.0216842639416924e-11
3.5514260532566566,0.04827308093098199,2.6882850550618423e-10,0.0482730811998105,0.4140510575327409,4.6496407329499585e-11
3.5764290536317036,0.047747048627934406,3.093444020610164e-10,0.04774704893727881,0.4132359290338374,5.3724436041871945e-11
