galaxy,n,sigma_kpc,ups_disk,ups_bul,a0_kms2_per_kpc,r_t_kpc,r_near_half_rt_kpc,frac_gas_half_rt,frac_disk_half_rt,frac_bul_half_rt,r_near_rt_kpc,frac_gas_rt,frac_disk_rt,frac_bul_rt,frac_bul_peak,r_bul_peak_kpc,q_best_kms2,v_extra_asym_kms,chi2,chi2_red,gbar_inner_kms2_per_kpc,gbar_rt_kms2_per_kpc,gbar_half_rt_kms2_per_kpc,gbar_1kpc_kms2_per_kpc,gbar_2kpc_kms2_per_kpc,s_in_dlng_dlnr,vobs_outer_kms,outer_resid_mean_z,outer_resid_rms_z,outer_chi2,sparc_T,sparc_D_mpc,sparc_e_D_mpc,sparc_Inc_deg,sparc_e_Inc_deg,sparc_L36_1e9solLum,sparc_e_L36_1e9solLum,sparc_Reff_kpc,sparc_SBeff_solLum_pc2,sparc_Rdisk_kpc,sparc_SBdisk_solLum_pc2,sparc_MHI_1e9solMass,sparc_RHI_kpc,sparc_Vflat_kms,sparc_e_Vflat_kms,sparc_Q_flag,env_twompp_delta_external,env_twompp_in_twompp_grid
UGC06787,71,2.0,0.5,0.7,3702.813097789641,7.8751614497822295,3.9,0.0007090823610248467,0.16976756651913907,0.829523351119836,7.56,0.0073740020295613206,0.35630109633192136,0.6363249016385173,0.9986640376821779,0.12,45551.73564911775,213.42852585612297,6663.994339093407,95.19991912990581,187281.35516666665,3702.81309778964,11197.334353320122,71189.96049197068,32082.414578390413,-0.7205817262538664,249.0,0.31058495994454516,8.017392544748887,1092.7359146821154,2.0,21.3,5.32,66.0,3.0,98.256,0.543,2.88,1891.6,5.37,429.37,5.03,26.44,248.1,4.8,2.0,1.417821963870932,True
UGC06818,8,2.0,0.5,0.7,3702.813097789641,0.87,0.87,0.02536258616623394,0.9746374138337661,0.0,0.87,0.02536258616623394,0.9746374138337661,0.0,0.0,0.87,3169.9373407581616,56.30219658910442,17.602615543153178,2.514659363307597,443.9927586206897,443.99275862068987,nan,443.25557699775976,402.45839827009036,-0.7099064950332302,68.1,0.21843366366988937,1.5651113208097884,17.147014125688724,9.0,18.0,2.5,75.0,3.0,1.588,0.057,2.12,56.08,1.39,286.31,1.079,6.96,71.2,4.0,2.0,3.7589114734692037,True
UGC06917,11,2.0,0.5,0.7,3702.813097789641,1.74,1.74,0.0,1.0,0.0,1.74,0.0,1.0,0.0,0.0,1.74,8552.721275148684,92.48092384458907,44.959593063015205,4.49595930630152,909.2133620689655,909.2133620689655,nan,nan,818.2375272687892,-0.5564222197891859,105.0,-0.028759557147250845,0.8308348209275261,6.21257849699107,9.0,18.0,2.5,56.0,2.0,6.832,0.12,4.52,53.07,2.76,261.11,2.023,12.67,108.7,3.5,1.0,2.748911778094266,True
UGC06923,6,2.0,0.5,0.7,3702.813097789641,0.93,0.93,0.06268317523329028,0.9373168247667097,0.0,0.93,0.06268317523329028,0.9373168247667097,0.0,0.0,0.93,4913.171963957116,70.09402231258466,2.4090723435425656,0.48181446870851313,1470.9165591397848,1470.9165591397843,nan,1404.995157716278,906.1703545308507,-0.748449159085008,78.4,-0.040678530300920716,0.6603751268499598,2.1804765408105027,10.0,18.0,2.5,65.0,2.0,2.89,0.077,1.66,166.28,1.44,347.4,0.809,6.75,79.6,2.5,2.0,2.22109649745314,True
UGC06930,10,2.0,0.5,0.7,3702.813097789641,1.74,1.74,0.0,1.0,0.0,1.74,0.0,1.0,0.0,0.0,1.74,8051.326007072872,89.72918146886704,8.511220779309012,0.9456911977010013,795.6506896551724,795.6506896551725,nan,nan,731.3514097282726,-0.4102698910733396,108.0,-0.11883557598155774,0.6724557463406202,4.0697705770786845,7.0,18.0,2.5,32.0,5.0,8.932,0.14,4.38,73.93,3.94,189.16,3.237,16.76,107.2,5.1,1.0,2.9761095672067492,True
UGC06973,9,2.0,0.5,0.7,3702.813097789641,6.098009734873059,2.61,0.004792838586405769,0.8222621242795065,0.1729450371340878,6.28,0.05013581194533326,0.7900764559639047,0.15978773209076202,0.18798508072080816,1.74,13653.209638652363,116.84694963349433,542.3948766821051,67.79935958526313,38766.00029885057,3702.81309778964,14083.682091950894,nan,30186.537740929274,-1.917703185071319,177.0,nan,nan,0.0,2.0,18.0,2.5,71.0,3.0,53.87,0.347,1.61,3317.65,1.07,12730.05,1.753,11.57,174.2,6.2,3.0,4.489331892773496,True
UGC06983,17,2.0,0.5,0.7,3702.813097789641,1.74,1.74,0.0,1.0,0.0,1.74,0.0,1.0,0.0,0.0,1.74,9454.197876157452,97.23269962393029,39.7072302041536,2.4817018877596,951.0634770114943,951.0634770114946,nan,nan,882.3263503955654,-1.0177634191229845,108.0,0.03323702282447879,0.7711181669532802,8.919348411080803,6.0,18.0,2.5,49.0,1.0,5.298,0.102,3.95,53.56,3.21,121.57,2.967,16.07,109.0,5.8,1.0,2.2946378956156654,True
UGC07089,12,2.0,0.5,0.7,3702.813097789641,2.61,0.87,0.0812502507723789,0.9187497492276211,0.0,2.61,0.13975292632621839,0.8602470736737816,0.0,0.0,0.87,3631.067667764866,60.258341063830045,7.03665291176935,0.639695719251759,232.04172413793108,399.40465517241387,298.1900371844867,252.91724423625993,370.5321260768145,-0.14466910196061716,73.7,-0.05216152362498309,0.5160114921759533,1.863875020403578,8.0,18.0,2.5,80.0,3.0,3.585,0.089,3.9,37.4,2.26,520.99,1.214,9.29,0.0,0.0,2.0,4.339120056740037,True
UGC07125,13,2.0,0.5,0.7,3702.813097789641,2.88,1.44,0.1784792646735772,0.8215207353264228,0.0,2.88,0.272594599267023,0.727405400732977,0.0,0.0,1.44,2389.4280012850313,48.88177575830313,8.105531746155197,0.6754609788462664,321.4974305555556,330.9941666666667,321.49743055555564,nan,325.9637755765498,-0.8513674265340686,65.4,0.03870615490863126,0.6367402799041709,4.054381840524419,9.0,19.8,5.9,90.0,3.0,2.712,0.08,3.92,28.11,3.38,103.0,4.629,23.04,65.2,2.1,1.0,5.2806237182554465,True
UGC07151,11,2.0,0.5,0.7,3702.813097789641,1.0,0.5,0.000845765231374996,0.999154234768625,0.0,1.0,0.03656051230348493,0.9634394876965151,0.0,0.0,0.5,5218.871308827678,72.2417559921385,129.57315598667066,12.957315598667066,615.0643,794.6305499999997,615.0642999999998,794.6305499999997,643.5396,-0.3967395503420609,72.5,0.19398543006272662,2.8755011770139305,66.148056152068,6.0,6.87,0.34,90.0,3.0,2.284,0.025,2.17,76.71,1.25,965.67,0.616,6.39,73.5,2.8,1.0,1.6465512388641308,True
UGC07232,4,2.0,0.5,0.7,3702.813097789641,0.41,0.21,0.08868049611751,0.91131950388249,0.0,0.41,0.13030550088224274,0.8696944991177573,0.0,0.0,0.21,1489.361462150704,38.592246140263775,2.2183601765500116,0.7394533921833372,631.7435714285715,883.419268292683,nan,nan,nan,-0.6531229064951436,35.2,0.04015771514597139,0.04015771514597139,0.00161264208574498,10.0,2.83,0.17,59.0,5.0,0.113,0.002,0.46,83.34,0.29,227.42,0.046,1.54,0.0,0.0,2.0,0.7307361797076211,True
UGC07261,7,2.0,0.5,0.7,3702.813097789641,1.9,0.95,0.03728130425013274,0.9627186957498672,0.0,1.9,0.01543090661712357,0.9845690933828765,0.0,0.0,0.95,5261.659557597326,72.53729769985456,37.53979946950457,6.2566332449174284,420.68778947368423,696.8380000000002,420.68778947368435,436.69553970232374,662.7565188412174,-1.0020896860338813,73.4,0.41033057446256593,0.6954907232212652,1.934829384347354,8.0,13.1,3.93,30.0,10.0,1.753,0.048,2.66,39.16,1.2,566.02,1.388,10.1,74.7,3.4,2.0,6.869916093192236,True
UGC07323,10,2.0,0.5,0.7,3702.813097789641,4.65,2.33,0.0111836893593277,0.9888163106406722,0.0,4.65,0.24720578017508613,0.7527942198249138,0.0,0.0,0.58,6441.77397993751,80.26066271803087,49.002214252791305,5.4446904725323675,419.2512068965518,532.8915483870968,514.1898389050871,500.12866071043635,522.7528146968187,-0.05476348630079656,79.5,nan,nan,0.0,8.0,8.0,2.4,47.0,3.0,4.109,0.042,3.26,61.49,2.26,283.68,0.722,7.14,0.0,0.0,1.0,2.088058220997598,True
UGC07399,10,2.0,0.5,0.7,3702.813097789641,0.61,0.61,0.017164622870307882,0.9828353771296922,0.0,0.61,0.017164622870307882,0.9828353771296922,0.0,0.0,0.61,12297.528644245102,110.89422277217646,251.39906411314251,27.933229345904724,848.1417213114754,848.1417213114756,nan,725.0949982347457,461.3674705066809,-0.7565125957963563,100.0,-0.7519639701165376,4.382059144327065,172.82198109942405,8.0,8.43,2.53,55.0,3.0,1.156,0.024,1.27,113.98,1.64,135.78,0.745,7.85,103.0,3.3,1.0,2.1870667935049117,True
UGC07524,31,2.0,0.5,0.7,3702.813097789641,0.35,0.35,0.003107998565025118,0.9968920014349748,0.0,0.35,0.003107998565025118,0.9968920014349748,0.0,0.0,0.35,4265.15825846191,65.30817910845401,26.534444239790442,0.8844814746596814,342.0667142857143,342.0667142857143,nan,204.23560935014737,158.72470668974913,-0.3912179127264377,81.2,-0.016040765140848835,0.8758826678436331,22.247942987037522,9.0,4.74,0.24,46.0,3.0,2.436,0.025,3.61,29.71,3.46,106.86,1.779,12.11,79.5,3.6,1.0,1.2792354142441964,True
UGC07559,7,2.0,0.5,0.7,3702.813097789641,0.72,0.36,0.1490250239633003,0.8509749760366997,0.0,0.72,0.23934323330347942,0.7606567666965205,0.0,0.0,0.36,873.4351170109968,29.55393572793642,3.2976375193663077,0.549606253227718,148.2301388888889,202.68486111111122,148.2301388888889,187.29725987517583,152.44516646717872,-0.28151673784017345,29.7,-0.04939243953590815,0.7465640910322694,2.2294317680753544,10.0,4.97,0.25,61.0,3.0,0.109,0.004,0.98,17.9,0.58,55.06,0.169,3.76,0.0,0.0,2.0,1.30256981148187,True
UGC07577,9,2.0,0.5,0.7,3702.813097789641,1.32,0.75,0.2889105799478677,0.7110894200521323,0.0,1.32,0.4281068038966778,0.5718931961033221,0.0,0.0,0.19,116.0839825785057,10.774227702183842,0.531494184965889,0.06643677312073612,48.202894736842104,112.97113636363633,85.37656590510991,107.93914074638758,nan,0.6190374951009501,14.1,nan,nan,0.0,10.0,2.59,0.13,63.0,3.0,0.045,0.002,0.77,11.94,0.9,54.55,0.044,2.07,0.0,0.0,2.0,0.6192398264466663,True
UGC07603,12,2.0,0.5,0.7,3702.813097789641,0.68,0.34,0.0863877792279451,0.913612220772055,0.0,0.68,0.08851814209304602,0.911481857906954,0.0,0.0,0.34,4729.930908849941,68.77449315589277,91.94868953235718,8.358971775668834,626.5898529411764,632.4542647058823,626.5898529411763,528.0233030560651,377.1365693324359,-0.4730652920970896,61.5,-0.6388599638781731,2.7509249117271497,68.10829082964925,7.0,4.7,1.41,78.0,3.0,0.376,0.008,0.85,81.81,0.53,520.99,0.258,4.37,61.6,2.8,1.0,1.386877644910153,True
UGC07608,8,2.0,0.5,0.7,3702.813097789641,4.78,2.38,0.558936536149826,0.44106346385017403,0.0,4.78,0.814846375510842,0.18515362448915798,0.0,0.0,0.6,6511.635944429696,80.69470828021932,37.63612676376922,5.376589537681317,112.74133333333334,149.36573221757325,129.8529733266647,107.82310395633897,119.38323935887988,0.17956575277814377,61.4,nan,nan,0.0,10.0,8.21,2.46,25.0,10.0,0.264,0.012,1.6,16.48,1.5,46.65,0.535,6.73,0.0,0.0,1.0,2.3344857660024574,True
UGC07690,7,2.0,0.5,0.7,3702.813097789641,0.59,0.59,0.01688090816761919,0.9831190918323809,0.0,0.59,0.01688090816761919,0.9831190918323809,0.0,0.0,0.59,3141.3714915140527,56.04793922629138,45.20498091899443,7.534163486499072,1805.0277966101692,1805.0277966101694,nan,1262.1442483319495,631.3322498523033,-1.1769336190264448,57.9,-1.0061516084748525,2.468754914022468,36.568504953060504,10.0,8.11,2.43,41.0,5.0,0.858,0.018,0.86,184.01,0.57,395.21,0.39,5.5,57.4,3.2,2.0,2.315065941538862,True
UGC07866,7,2.0,0.5,0.7,3702.813097789641,1.0,0.66,0.1192689215040043,0.8807310784959956,0.0,1.0,0.158776566922915,0.8412234330770849,0.0,0.0,0.33,958.4763952563285,30.959269940622445,6.919007464451493,1.1531679107419155,159.47181818181815,176.2483,153.92698554434975,176.2483,159.63882499999997,0.03452741141196632,28.2,0.5809048840462578,0.596996549768616,0.7128097608712634,10.0,4.57,0.23,44.0,5.0,0.124,0.004,0.95,21.92,0.61,97.46,0.118,3.3,0.0,0.0,2.0,1.1148714811342166,True
UGC08286,17,2.0,0.5,0.7,3702.813097789641,2.37,1.42,0.0008806360903928903,0.9991193639096071,0.0,2.37,0.1490614496535663,0.8509385503464336,0.0,0.0,0.47,7416.537465456208,86.11932109263408,725.0533707532472,45.31583567207795,308.6644680851064,367.8713924050633,316.12424750516175,314.93917938399835,358.20442555481,0.07855237699049705,83.5,3.1681826506543707,3.2798950572107666,75.30398110420933,6.0,6.5,0.21,90.0,3.0,1.255,0.018,2.25,39.52,1.05,1488.78,0.642,8.07,82.4,2.3,1.0,1.534933226857389,True
UGC08490,30,2.0,0.5,0.7,3702.813097789641,0.68,0.34,0.0021277167025247267,0.9978722832974752,0.0,0.68,0.06063812332406138,0.9393618766759386,0.0,0.0,0.34,6014.010659749418,77.55005260958511,236.56760001540235,8.157503448806978,1144.6957352941176,1222.5370588235292,1144.6957352941176,1080.9927782928214,624.6005350635448,-0.6231084470876743,77.6,-0.5208147899585329,2.3873856176830404,153.88947236303542,9.0,4.65,0.53,50.0,3.0,1.017,0.012,1.14,124.98,0.67,576.54,0.72,7.8,78.6,3.8,1.0,0.7076991150909644,True
UGC08550,11,2.0,0.5,0.7,3702.813097789641,0.97,0.49,0.07455767950983316,0.9254423204901667,0.0,0.97,0.045036235281509955,0.95496376471849,0.0,0.0,0.49,3554.864201187588,59.622681935548556,197.44512725842966,19.744512725842966,320.15755102040816,384.798969072165,nan,382.5486457056288,269.50278104630524,-0.9362455351473942,57.3,-0.1921111513909825,2.7404609891342315,60.081011463732565,7.0,6.7,2.0,90.0,3.0,0.289,0.009,1.01,45.38,0.45,1284.78,0.288,5.59,56.9,1.9,1.0,1.3702727382944144,True
UGC08699,41,2.0,0.5,0.7,3702.813097789641,4.808869499711949,2.39,0.002564625714653642,0.33943345127629054,0.6580019230090558,5.87,0.01849408308905621,0.49659295138790027,0.48491296552304347,0.980448697417964,0.22,22509.60649891304,150.03201824581657,474.6141207942108,11.86535301985527,81045.62309090908,3702.81309778964,11653.713035490791,42925.71721267896,15292.423903736097,-1.0084515483589394,181.0,0.1255567901112307,1.4076777751136764,21.797123904038894,2.0,39.3,9.82,73.0,9.0,50.302,0.695,1.91,2191.95,3.09,1370.35,3.738,19.05,182.4,6.9,2.0,1.2216085344751608,True
UGC08837,8,2.0,0.5,0.7,3702.813097789641,2.63,1.57,0.02635450608292656,0.9736454939170734,0.0,2.63,0.4578909142598051,0.542109085740195,0.0,0.0,0.52,1669.0424358953196,40.853915796350776,1.9744149854013744,0.28205928362876775,146.3018269230769,233.2546197718631,144.45745957079455,151.04725708236276,198.4784180887157,0.4487211431738977,43.0,nan,nan,0.0,10.0,7.21,0.36,80.0,5.0,0.501,0.015,2.25,15.73,1.72,77.42,0.32,4.75,0.0,0.0,2.0,1.1442820668383191,True
UGC09037,22,2.0,0.5,0.7,3702.813097789641,2.636786722424656,2.43,0.012564302911174987,0.9874356970888251,0.0,2.43,0.012564302911174987,0.9874356970888251,0.0,0.0,2.43,7473.869574307438,86.45154466119988,242.64499204733443,11.55452343082545,3884.285,3702.81309778964,nan,nan,nan,-0.7515206488828695,152.0,-0.6883441673898705,2.6108573323434476,129.51494418717934,6.0,83.6,8.4,65.0,5.0,68.614,1.769,5.69,334.83,4.28,841.07,19.078,39.72,152.3,9.6,2.0,-0.47991072412846547,True
UGC09133,68,2.0,0.5,0.7,3702.813097789641,12.703575209425649,6.31,0.0032319481252321334,0.4025364404985178,0.59423161137625,13.57,0.01860586756548948,0.5857840671782036,0.39561006525630693,0.9855764709828725,0.32,39652.71609055944,199.1298975306306,1532.604651029732,22.87469628402585,80023.24915624999,3702.81309778964,10165.972382624308,75304.26064512039,39505.051319096994,-0.7596218611115245,224.0,-0.5698493559379191,3.6205805003723106,353.9322853112577,2.0,57.1,11.4,53.0,6.0,282.926,2.345,5.92,1284.78,6.97,864.63,33.428,60.35,226.8,4.2,1.0,0.04072147678752418,True
UGC09992,5,2.0,0.5,0.7,3702.813097789641,0.78,0.78,0.1652585203627244,0.8347414796372756,0.0,0.78,0.1652585203627244,0.8347414796372756,0.0,0.0,0.78,857.447925855902,29.282211765095578,7.472757393007076,1.868189348251769,316.76942307692303,316.76942307692315,nan,289.5460455263468,218.32752611356415,-0.5715921366583254,33.0,0.07983691081899204,0.4974896803637059,0.7424879462051468,10.0,10.7,3.21,30.0,10.0,0.336,0.017,1.62,20.18,1.04,73.25,0.318,5.45,33.6,3.3,2.0,0.11802809386490852,True
UGC10310,7,2.0,0.5,0.7,3702.813097789641,2.21,1.1,0.04994299721762643,0.9500570027823736,0.0,2.21,0.06288540030884701,0.9371145996911531,0.0,0.0,1.1,4735.604596016735,68.81572927766395,33.488836111834374,5.581472685305729,216.65609090909092,304.94384615384615,217.1380173751233,nan,290.38577505273537,-0.16529870841769667,70.9,0.6351789949123064,1.0346482012877973,4.281987601712297,9.0,15.2,4.6,34.0,6.0,1.741,0.053,3.12,28.37,1.8,158.79,1.196,9.58,71.4,3.9,1.0,0.27883741015528984,True
UGC11455,36,2.0,0.5,0.7,3702.813097789641,14.552968102014495,7.38,0.00017532969276449087,0.9998246703072355,0.0,14.56,0.01022998331469797,0.989770016685302,0.0,0.0,0.62,41062.02894633695,202.63767898971048,510.3204696028812,14.580584845796606,4089.3425806451614,3702.81309778964,5072.291448681367,4808.818146815252,5272.941138488402,-0.13535231061457043,272.0,-0.6773951344208969,1.69132665751707,20.024101036995045,6.0,78.6,11.8,90.0,1.0,374.322,3.792,10.06,571.26,5.93,9568.2,13.335,43.44,269.4,7.4,1.0,0.42327892115258825,True
UGC11557,12,2.0,0.5,0.7,3702.813097789641,0.99,0.33,0.012003403858445132,0.9879965961415548,0.0,0.99,0.005160923771678195,0.9948390762283218,0.0,0.0,0.33,1310.8174379600632,36.2052128561629,15.876273980011447,1.4432976345464952,738.1996969696971,1136.7669696969697,865.7124075123901,1134.8611008436276,1051.8447818339082,-0.11173161930118297,81.6,0.07438715766750466,0.8809776128317753,6.985093988796962,8.0,24.2,6.05,30.0,10.0,12.101,0.212,4.18,106.86,2.75,337.93,2.605,16.66,0.0,0.0,2.0,-0.8867702915057358,True
UGC11820,10,2.0,0.5,0.7,3702.813097789641,1.01,0.44,0.017078745321331034,0.9829212546786689,0.0,1.01,0.03352543645973668,0.9664745635402633,0.0,0.0,0.26,4513.342465919723,67.18141458706955,161.30126473327877,17.922362748142085,141.29288461538462,306.2075742574256,243.69390246684753,305.8177360272661,210.12995232668575,-0.3101361588623935,76.95,0.20638122451351207,5.155959286870563,132.91958083933406,9.0,18.1,5.43,45.0,10.0,0.97,0.047,2.74,20.18,2.08,34.11,1.977,12.99,0.0,0.0,1.0,-0.5174201321905499,True
UGC11914,65,2.0,0.5,0.7,3702.813097789641,9.83,4.91,0.0018687107890425739,0.577904438678957,0.4202268505320004,9.83,0.023240290238040053,0.6677226776709646,0.30903703209099537,0.9724360634892317,0.28,133177.15138345194,364.9344480635556,7137.2470389153295,111.51948498305202,115065.74899999998,3755.2917060020336,11014.51819035379,50315.47633526418,29103.524091045372,-0.7042600204807214,288.0,nan,nan,0.0,2.0,16.9,5.1,31.0,5.0,150.028,0.553,3.12,2425.66,2.44,3168.33,0.888,9.26,288.1,10.5,1.0,-0.6344239491850219,True
UGC12506,31,2.0,0.5,0.7,3702.813097789641,4.1,2.46,0.1390967802841307,0.8609032197158694,0.0,4.1,0.1478246826316068,0.8521753173683931,0.0,0.0,0.82,43051.379418371165,207.4882633267992,40.72027440344516,1.3573424801148386,732.4139024390246,1655.9206951219514,1333.183888625935,833.8664185927581,1311.8369619326088,-0.07197739506453125,230.0,0.06350205877981256,0.5518714272564816,7.918613877774759,6.0,100.6,10.1,86.0,4.0,139.571,3.214,12.36,144.82,7.38,5608.28,35.556,59.01,234.0,16.8,2.0,-0.4950944721515106,True
UGC12632,15,2.0,0.5,0.7,3702.813097789641,2.85,1.42,0.031580412033921805,0.9684195879660782,0.0,2.85,0.2456101661027508,0.7543898338972492,0.0,0.0,0.71,4500.378351808616,67.08485933359789,86.11639955297352,6.151171396640966,143.19253521126763,163.5597192982456,145.1225937962165,144.0838064089419,157.22830360920017,-0.08904094701939239,73.0,1.082673826410401,1.1120979613403674,8.65733312932181,9.0,9.77,2.93,46.0,3.0,1.301,0.03,3.94,13.09,2.42,66.81,1.744,12.6,71.7,2.8,1.0,-0.601053965788862,True
UGC12732,16,2.0,0.5,0.7,3702.813097789641,1.92,0.96,0.015089773582003,0.984910226417997,0.0,1.92,0.10236436978780976,0.8976356302121903,0.0,0.0,0.96,5992.261979692748,77.40970210311333,66.42427549520234,4.4282850330134895,226.15343750000002,266.7025,226.1534375000001,228.36071212425202,258.2121027122967,-0.5469600578361881,90.8,0.12363051360388991,1.2322956722801532,19.74118411096513,9.0,13.2,4.0,39.0,6.0,1.667,0.048,3.12,26.84,1.98,120.46,3.66,17.41,0.0,0.0,1.0,-0.669716685950806,True
UGCA281,7,2.0,0.5,0.7,3702.813097789641,0.41,0.25,0.23042774299866917,0.7695722570013309,0.0,0.41,0.24438306333376755,0.7556169366662325,0.0,0.0,0.09,1014.3334823530448,31.848602518054772,33.89990173709963,5.6499836228499385,113.02,410.0729268292683,269.9669557942467,241.00677996941795,nan,-0.15560113488580193,27.5,1.9987017697341347,2.3269770443269153,10.829644329648854,11.0,5.68,0.28,67.0,3.0,0.194,0.007,1.57,12.5,1.72,12.05,0.062,1.83,0.0,0.0,3.0,1.233802119185476,True
UGCA442,8,2.0,0.5,0.7,3702.813097789641,2.11,1.26,0.7489082552730794,0.25109174472692064,0.0,2.11,0.8067707544360925,0.19322924556390741,0.0,0.0,0.42,3035.9018906994925,55.09901896313121,93.46341448266575,13.351916354666537,83.66928571428572,226.82582938388626,161.23706162545804,155.2042147344978,221.8214475331539,-0.3309559279455927,56.4,0.423463175642876,1.4851249458384461,6.616788314254943,9.0,4.35,0.22,64.0,7.0,0.14,0.005,1.71,7.6,1.18,116.1,0.263,4.37,56.4,2.1,1.0,0.07797459840126714,True
UGCA444,36,2.0,0.5,0.7,3702.813097789641,1.11,0.55,0.8819927681479398,0.11800723185206013,0.0,1.11,0.948415960211335,0.05158403978866493,0.0,0.0,0.12,1661.615991184231,40.762924222683424,48.97415426583857,1.3992615504525305,23.79666666666667,192.07788288288285,92.68007880273287,188.73815280687734,129.33878077917726,1.7444120243158099,37.2,0.8851727523514431,0.9415299853702671,5.318872280108012,10.0,0.98,0.05,78.0,4.0,0.012,0.0,0.41,11.94,0.83,22.74,0.067,2.08,37.0,4.8,2.0,0.2078291015499997,True
