galaxy,n,sigma_kpc,ups_disk,ups_bul,a0_kms2_per_kpc,r_t_kpc,r_near_half_rt_kpc,frac_gas_half_rt,frac_disk_half_rt,frac_bul_half_rt,r_near_rt_kpc,frac_gas_rt,frac_disk_rt,frac_bul_rt,frac_bul_peak,r_bul_peak_kpc,q_best_kms2,v_extra_asym_kms,chi2,chi2_red,gbar_inner_kms2_per_kpc,gbar_rt_kms2_per_kpc,gbar_half_rt_kms2_per_kpc,gbar_1kpc_kms2_per_kpc,gbar_2kpc_kms2_per_kpc,s_in_dlng_dlnr,vobs_outer_kms,outer_resid_mean_z,outer_resid_rms_z,outer_chi2,sparc_T,sparc_D_mpc,sparc_e_D_mpc,sparc_Inc_deg,sparc_e_Inc_deg,sparc_L36_1e9solLum,sparc_e_L36_1e9solLum,sparc_Reff_kpc,sparc_SBeff_solLum_pc2,sparc_Rdisk_kpc,sparc_SBdisk_solLum_pc2,sparc_MHI_1e9solMass,sparc_RHI_kpc,sparc_Vflat_kms,sparc_e_Vflat_kms,sparc_Q_flag,env_twompp_delta_external,env_twompp_in_twompp_grid
NGC1003,36,2.0,0.5,0.7,3702.813097789641,1.25,1.25,0.002582081784007461,0.9974179182159925,0.0,1.25,0.002582081784007461,0.9974179182159925,0.0,0.0,1.25,8544.936065429816,92.4388233667533,577.1593017985576,16.490265765673076,1302.05016,1302.0501599999998,nan,nan,1041.0626495958259,-0.4777036011168264,113.0,0.03595442467023588,4.117023515255909,576.2960092557842,6.0,11.4,3.42,67.0,5.0,6.82,0.075,2.76,140.87,1.61,1345.33,5.88,33.33,109.8,4.2,1.0,-0.6864554599681729,True
NGC1090,24,2.0,0.5,0.7,3702.813097789641,1.9980242337777714,1.07,0.0012929882920634226,0.9987070117079366,0.0,1.6,0.0021283254712611967,0.9978716745287388,0.0,0.0,0.35,16506.260676481652,128.47669312556908,63.40453875612544,2.75671907635328,3398.403428571428,3702.81309778964,4439.2258296749,4440.343644929439,3701.1926793853977,-0.4308384624671112,162.0,0.11476671173987633,1.3409031305309624,35.960424109354705,4.0,37.0,9.25,64.0,3.0,72.045,0.796,6.36,283.68,3.53,2055.09,8.783,30.49,164.4,3.7,1.0,0.6839275074086878,True
NGC1705,14,2.0,0.5,0.7,3702.813097789641,0.22,0.22,0.054079802312608255,0.9459201976873918,0.0,0.22,0.054079802312608255,0.9459201976873918,0.0,0.0,0.22,7393.062461676485,85.98291959265215,128.9350316404668,9.918079356958986,2654.696363636364,2654.696363636365,nan,1240.5326576327898,458.92695000000003,-1.3285594282466306,71.5,-0.4726821435304883,2.998544815471361,116.88652313507232,11.0,5.73,0.29,80.0,10.0,0.533,0.01,0.49,347.4,0.39,587.26,0.139,2.36,71.9,4.3,3.0,0.33487416922391455,True
NGC2366,26,2.0,0.5,0.7,3702.813097789641,2.02,1.07,0.1489436329943088,0.8510563670056912,0.0,2.02,0.5632228206077134,0.4367771793922865,0.0,0.0,0.12,3039.292982291463,55.12978307858161,160.6377883018357,6.425511532073428,66.77375,281.31252475247527,267.03549065216635,266.38363099445814,281.06643954363403,0.3721624807568409,49.4,2.369379913478612,2.608080973401469,61.21877727436879,10.0,3.27,0.16,68.0,5.0,0.236,0.005,1.08,31.98,0.65,113.98,0.647,6.94,50.2,3.2,3.0,0.26525981521556674,True
NGC2403,73,2.0,0.5,0.7,3702.813097789641,0.56,0.26,0.0,1.0,0.0,0.56,0.0034160083386755437,0.9965839916613245,0.0,0.0,0.16,11666.238627323808,108.01036351815416,3022.36088700233,41.977234541699026,1683.4503125,3643.350089285712,2539.56156989612,2889.3110141751063,2628.3275194413022,0.4201664371487657,134.0,-0.6690234889400228,5.89946688215914,2192.6336981026275,6.0,3.16,0.16,63.0,3.0,10.041,0.028,2.16,341.06,1.39,1408.74,3.199,15.11,131.2,4.9,1.0,0.2900706443538613,True
NGC2683,11,2.0,0.5,0.7,3702.813097789641,6.943170886582959,2.89,0.002228558504105767,0.7855815024487475,0.21218993904714684,5.77,0.015440450748362025,0.8892180742855185,0.09534147496611955,0.21218993904714684,2.89,21393.528546774443,146.26526773904473,56.96120941977914,5.696120941977914,9157.998280276814,3702.81309778964,7849.793154403242,nan,nan,-1.8066202526264634,155.0,0.9483966437489052,1.2733742777909114,11.350374359376678,3.0,9.81,0.49,80.0,5.0,80.415,0.222,3.34,1139.8,2.18,10205.4,1.406,13.79,154.0,8.1,2.0,1.3851050486527587,True
NGC2841,50,2.0,0.5,0.7,3702.813097789641,11.6572961419124,5.83,4.990445605612741e-06,0.48348693410845306,0.5165080754459412,11.27,0.04711352807822946,0.6711659611064881,0.28172051081528243,0.7504759624271637,3.44,64618.978002358075,254.20263177700988,2433.7397345786644,49.66815784854417,15552.988343023255,3702.81309778964,7921.2778522817725,nan,nan,-1.2774213688847096,288.0,0.14508156011800347,1.931023220063887,74.57701352851805,3.0,14.1,1.4,76.0,10.0,188.121,0.52,5.51,983.63,3.64,4751.49,9.775,45.12,284.8,8.6,1.0,1.2857422655949846,True
NGC2903,34,2.0,0.5,0.7,3702.813097789641,7.2159519322144,3.52,0.007374385604666595,0.9926256143953334,0.0,7.68,0.025243237727818474,0.9747567622721814,0.0,0.0,0.32,23786.408616480378,154.22842998773078,687.7028602969629,20.83948061505948,61144.9259375,3702.81309778964,12222.53693574628,22155.28190348967,14056.546645520431,-0.759233109656892,180.0,0.2997190335027563,0.6443951632368311,4.567696390433245,4.0,6.6,1.98,66.0,3.0,81.863,0.151,4.54,632.16,2.33,1193.52,2.552,13.76,184.6,5.6,1.0,1.3385228670996168,True
NGC2915,30,2.0,0.5,0.7,3702.813097789641,0.34,0.34,0.016331678751452264,0.9836683212485478,0.0,0.34,0.016331678751452264,0.9836683212485478,0.0,0.0,0.34,6657.984613429919,81.59647427082814,22.288913558627872,0.7685832261595817,2997.854705882353,2997.854705882353,nan,1203.3858000000002,439.9451765318927,-1.3202725554663994,85.3,-0.15098316918549587,0.8157227258320232,18.631299832287137,11.0,4.06,0.2,56.0,4.0,0.641,0.008,0.53,347.4,0.55,313.93,0.508,7.16,83.5,6.3,2.0,0.270692458115654,True
NGC2955,24,2.0,0.5,0.7,3702.813097789641,13.03381128533432,6.91,0.016143144767032127,0.48285338966971203,0.5010034655632559,12.4,0.028680034803494077,0.6181413754106155,0.35317858978589034,0.9280103392460785,0.75,33562.53320662114,183.20080023466366,132.5689839176488,5.763868865984731,26734.51409333333,3702.81309778964,9479.058442771453,25588.483529678393,21507.596712832074,-0.47830022596975313,254.0,0.9333639385123869,1.1288600676360792,3.8229751569099992,3.0,97.9,9.8,56.0,7.0,319.422,4.413,7.22,974.61,18.76,50.68,28.949,40.34,0.0,0.0,1.0,0.34042966839256844,True
NGC2976,27,2.0,0.5,0.7,3702.813097789641,1.63,0.8,0.056743600611361564,0.9432563993886385,0.0,1.63,0.19856065755333868,0.8014393424466614,0.0,0.0,0.11,5538.410139160995,74.42049542404965,19.1339032451662,0.7359193555833153,662.58,2372.4236503067486,1256.25980762295,1438.5140325448194,1929.7575724784044,0.31740938604004043,83.9,nan,nan,0.0,5.0,3.58,0.18,61.0,10.0,3.371,0.019,1.31,308.2,1.01,1502.55,0.172,3.04,85.4,3.3,2.0,0.38735286869132746,True
NGC2998,13,2.0,0.5,0.7,3702.813097789641,6.299302833049271,3.63,0.0019960823316528685,0.9980039176683472,0.0,7.59,0.011419968025848517,0.9885800319741516,0.0,0.0,0.33,28616.481882100477,169.16406794027057,93.03344591929837,7.752787159941531,3008.4751515151515,3702.81309778964,4964.732009904011,4390.572655332495,4416.484264519495,-0.10993573725860818,213.0,0.002070528598063658,1.6339552072383323,16.01885771556757,5.0,68.1,10.2,58.0,2.0,150.902,2.085,7.06,479.55,6.2,774.16,23.451,43.58,209.9,8.1,1.0,-0.6979046260571733,True
NGC3109,25,2.0,0.5,0.7,3702.813097789641,2.06,1.03,0.5368888598787558,0.4631111401212442,0.0,2.06,0.6506014188195186,0.3493985811804814,0.0,0.0,0.26,4423.8522505968285,66.51204590596224,112.37224067989368,4.68217669499557,18.708461538461535,124.54973300970872,77.34529126213589,75.17752350506036,123.40030903345243,1.168530831894543,66.3,1.0173302236426736,1.0656458239183162,11.356010220345468,9.0,1.33,0.07,70.0,5.0,0.194,0.002,1.64,11.4,1.56,140.87,0.477,6.0,66.2,2.6,1.0,0.4168777235871275,True
NGC3198,43,2.0,0.5,0.7,3702.813097789641,0.7864863252978769,0.32,0.0,1.0,0.0,0.64,0.0,1.0,0.0,0.0,0.32,13768.431845668107,117.33896132857197,1202.0096097025128,28.6192764214884,6256.81,3702.81309778964,5572.771886653481,3159.942356132403,1767.373497830359,-0.7620020771813364,149.0,-0.3469184206965814,5.545189413078562,1199.2158994498238,5.0,13.8,1.4,73.0,3.0,38.279,0.212,5.84,178.99,3.14,1602.62,10.869,35.66,150.1,3.9,1.0,2.880767938623012,True
NGC3521,41,2.0,0.5,0.7,3702.813097789641,7.290173012715343,3.61,0.00014800391114210557,0.9998519960888579,0.0,6.64,0.019204131827085188,0.9807958681729149,0.0,0.0,0.51,28091.644459824573,167.60562180256537,117.11939379520679,2.9279848448801697,37559.618431372546,3702.81309778964,10710.516372814349,28854.975922741698,17966.9009374926,-0.5555096539768282,206.0,-0.11684774750139675,0.2968160036696185,0.176199480068806,4.0,7.7,2.3,75.0,5.0,84.836,0.156,2.45,2232.7,2.4,2112.66,4.154,18.85,213.7,15.9,1.0,2.2813050078904697,True
NGC3726,12,2.0,0.5,0.7,3702.813097789641,3.5,3.5,0.0,1.0,0.0,3.5,0.0,1.0,0.0,0.0,3.5,10717.133543250533,103.52358930818876,51.35293394230431,4.668448540209483,2729.647557142857,2729.6475571428564,nan,nan,nan,-0.8481424766130483,167.0,-0.8223947336798683,2.1081869450633066,40.00006975801822,5.0,18.0,2.5,53.0,2.0,70.234,0.388,7.52,198.08,3.4,1789.91,6.473,22.2,168.0,6.2,2.0,3.530717887686115,True
NGC3741,21,2.0,0.5,0.7,3702.813097789641,0.23,0.23,0.08190905059188758,0.9180909494081124,0.0,0.23,0.08190905059188758,0.9180909494081124,0.0,0.0,0.23,2322.8408691779287,48.195859460932205,48.54171545044128,2.427085772522064,318.6195652173913,318.6195652173912,nan,130.88390302236184,60.85389030023131,-0.9518307710506296,50.1,-0.5173430219883486,1.4873655309345164,44.245124452242315,10.0,3.21,0.17,70.0,4.0,0.028,0.001,0.32,42.94,0.2,143.49,0.182,4.2,50.1,2.1,1.0,0.7219757025555609,True
NGC3769,12,2.0,0.5,0.7,3702.813097789641,2.379592817215531,1.74,0.01732022579118624,0.9826797742088138,0.0,1.74,0.01732022579118624,0.9826797742088138,0.0,0.0,1.74,9430.444985839407,97.1104782494629,8.070586116651878,0.7336896469683526,4659.441925287357,3702.81309778964,nan,nan,4206.642021533529,-1.5411935561819892,118.0,-0.12188943069873741,0.7932011413375084,6.291680506191259,3.0,18.0,2.5,70.0,2.0,18.679,0.189,2.18,626.37,3.38,160.26,5.529,22.57,118.6,8.4,2.0,3.3378790937516967,True
NGC3877,13,2.0,0.5,0.7,3702.813097789641,1.8041878434492515,0.87,0.0,1.0,0.0,1.74,0.0,1.0,0.0,0.0,0.87,10490.030989803952,102.4208523192614,49.557768550589124,4.129814045882427,5964.0786781609195,3702.81309778964,5825.139626072989,5447.396500722924,3442.4240606137605,-0.39305923913597646,170.0,0.1592959805270787,1.5111722550106161,20.552774258824833,5.0,18.0,2.5,76.0,1.0,72.535,0.401,4.39,598.18,2.53,3410.59,1.483,11.47,168.4,5.1,2.0,3.4053067490487092,True
NGC3893,10,2.0,0.5,0.7,3702.813097789641,5.84765323761673,3.5,0.013903516120239264,0.9860964838797608,0.0,5.24,0.032657425459855095,0.9673425745401449,0.0,0.0,1.74,22638.309523608827,150.46032541374097,27.367954112977586,3.040883790330843,11927.807413793103,3702.81309778964,7526.358071501391,nan,10541.500448365128,-1.3728551030242133,179.0,0.4218760200049287,0.4886579820961573,0.9551464938651535,5.0,18.0,2.5,49.0,2.0,58.525,0.377,2.43,1573.37,2.38,2055.09,5.799,20.84,174.0,8.9,1.0,3.1360094951566704,True
NGC3917,17,2.0,0.5,0.7,3702.813097789641,5.24,2.61,0.0,1.0,0.0,5.24,0.04063571172306251,0.9593642882769375,0.0,0.0,0.87,14197.35121263642,119.15263829490483,204.65779909199324,12.791112443249578,730.0055172413794,921.8008683206108,701.6230774442013,713.0539386522314,666.5440176363986,0.3298630123611033,137.0,0.9378061809319048,1.1409533169540433,6.508872357342168,6.0,18.0,2.5,79.0,2.0,21.966,0.202,5.56,112.94,2.63,1226.96,1.888,14.08,135.9,4.1,1.0,2.4986988414144427,True
NGC3949,7,2.0,0.5,0.7,3702.813097789641,4.8502186693913165,2.61,0.01168341061359209,0.988316589386408,0.0,5.24,0.08046671626838477,0.9195332837316152,0.0,0.0,1.74,16667.58841767126,129.10301475051332,6.997590008790427,1.166265001465071,7406.726781609195,3702.81309778964,6765.404925102392,nan,7130.620439524174,-1.1468683108247164,161.0,nan,nan,0.0,4.0,18.0,2.5,55.0,2.0,38.067,0.28,2.39,1058.84,3.59,185.71,3.371,13.72,163.0,7.1,2.0,3.293871274340197,True
NGC3953,8,2.0,0.5,0.7,3702.813097789641,7.2454417000457365,3.5,0.0,1.0,0.0,6.98,0.0,1.0,0.0,0.0,3.5,24386.81311595287,156.16277762627325,100.46604952404645,14.352292789149493,5952.1392,3702.81309778964,5819.714951621808,nan,nan,-0.6857099095908754,223.0,0.8229003737103019,0.8229003737103019,0.6771650250525545,4.0,18.0,2.5,62.0,1.0,141.301,0.521,6.17,587.26,4.89,1999.08,2.832,17.38,220.8,6.1,1.0,2.3906719282631594,True
NGC3972,10,2.0,0.5,0.7,3702.813097789641,0.87,0.87,0.0,1.0,0.0,0.87,0.0,1.0,0.0,0.0,0.87,10591.281623386887,102.91395252047649,16.14366810516484,1.793740900573871,1334.641436781609,1334.6414367816087,nan,1282.8809832657769,1089.1928459165322,-0.09511802054356874,130.0,-0.23961567581198048,1.2854966943384143,14.872515760394915,4.0,18.0,2.5,77.0,1.0,14.353,0.172,3.73,164.75,2.18,1587.93,1.214,10.05,132.7,2.9,1.0,1.840520135628371,True
NGC3992,9,2.0,0.5,0.7,3702.813097789641,9.19,9.19,0.0,1.0,0.0,9.19,0.0,1.0,0.0,0.0,9.19,43117.829992486586,207.6483325059139,182.0426095384036,22.75532619230045,2588.246577801959,2588.246577801958,nan,nan,nan,-1.4819618713491027,242.0,0.059936675350553144,0.6551223612852292,2.5751118495356056,4.0,23.7,2.3,56.0,2.0,226.932,0.836,9.99,360.44,4.96,3257.09,16.599,32.75,241.0,5.2,1.0,1.3257387294890477,True
NGC4010,12,2.0,0.5,0.7,3702.813097789641,2.61,0.87,0.0,1.0,0.0,2.61,0.0491306695416802,0.9508693304583198,0.0,0.0,0.87,9349.377692342641,96.69218009923368,17.967663158269065,1.633423923479006,616.4152298850574,1391.9374712643678,916.1866661943262,706.2962539108911,1272.15999745005,-0.15557141499445237,127.0,-0.2240989366400423,0.8742672083014866,5.350402060578925,7.0,18.0,2.5,89.0,1.0,17.193,0.19,6.63,14.75,2.81,2611.14,2.832,17.59,125.8,4.7,2.0,3.392255093109517,True
NGC4013,36,2.0,0.5,0.7,3702.813097789641,7.4992714772635205,5.49,0.0,0.6808384242071889,0.31916157579281107,7.69,0.020767044115532738,0.7627122835389538,0.21652067234551337,0.31916157579281107,5.49,19747.93367567229,140.52734138121411,179.191567545384,5.119759072725257,4669.246797814208,3702.81309778964,nan,nan,nan,-1.0401322000361375,178.0,-0.23182802677098316,2.067443324641518,94.03508181330501,3.0,18.0,2.5,89.0,1.0,79.094,0.364,4.11,746.16,3.53,10205.4,2.967,31.35,172.9,7.1,2.0,4.181520333559054,True
NGC4051,7,2.0,0.5,0.7,3702.813097789641,2.89384122232776,1.74,0.0,1.0,0.0,3.5,0.0,1.0,0.0,0.0,1.74,7884.06002698986,88.79222954172207,4.855954679712948,0.8093257799521579,8207.183908045978,3702.81309778964,nan,nan,6600.325095870883,-0.3276660562329791,154.0,0.3135601026341895,0.7759063890968828,2.408122898565453,4.0,18.0,2.5,49.0,3.0,95.268,0.439,6.87,319.76,4.65,1320.78,2.697,15.13,157.0,5.5,2.0,4.012092936288401,True
NGC4068,6,2.0,0.5,0.7,3702.813097789641,1.91,1.06,0.2046102354467131,0.7953897645532868,0.0,1.91,0.5089178200326924,0.4910821799673076,0.0,0.0,0.21,1151.553059203065,33.93454079847059,0.7843359984993709,0.15686719969987417,115.4247619047619,305.76903141361254,266.7951874082547,269.6768829504648,299.3432293988147,0.1374726108475597,30.4,nan,nan,0.0,10.0,4.37,0.22,44.0,6.0,0.236,0.005,1.11,30.26,0.59,261.11,0.154,3.18,0.0,0.0,2.0,0.8337337650969306,True
NGC4085,7,2.0,0.5,0.7,3702.813097789641,2.8309983056391377,1.74,0.015354773975096617,0.9846452260249033,0.0,2.71,0.012418883358031079,0.9875811166419689,0.0,0.0,0.87,7381.64130837625,85.91647867770332,20.24203457242026,3.3736724287367097,5164.965517241379,3702.81309778964,4964.132447063629,5106.689600532494,4514.662335610747,-0.6665233228820743,130.0,-0.4052051888939714,0.4052051888939714,0.16419124510659905,5.0,18.0,2.5,82.0,2.0,21.724,0.2,2.0,856.7,1.65,5021.46,1.349,10.16,131.5,4.8,2.0,2.7090111837971214,True
NGC4088,12,2.0,0.5,0.7,3702.813097789641,8.575898146295492,3.5,0.0,1.0,0.0,8.72,0.056745377446120224,0.9432546225538798,0.0,0.0,1.74,8780.67280167809,93.70524425920937,27.874165171182895,2.5340150155620815,5402.843218390805,3702.81309778964,5099.035390635573,nan,5241.988556270047,-0.47377591893905135,171.0,-1.6293417635296272,1.9553118417859998,11.469733195885675,4.0,18.0,2.5,69.0,2.0,107.286,0.494,6.1,457.96,2.58,3988.69,8.226,22.25,171.7,6.9,1.0,2.6710860854729006,True
NGC4100,24,2.0,0.5,0.7,3702.813097789641,6.11,3.5,0.00934289520264229,0.9906571047973578,0.0,6.11,0.018627639406415587,0.9813723605935845,0.0,0.0,2.61,21796.91890037901,147.63779631374553,196.60369293329322,8.547986649273618,3062.5671647509585,3232.1996072013108,2824.365158640236,nan,nan,0.3135906067313362,158.0,0.813454885933266,1.117667272632021,14.990161587752404,4.0,18.0,2.5,73.0,2.0,59.394,0.328,4.93,388.0,2.15,8970.78,3.102,18.06,158.2,5.0,1.0,2.8562305673150963,True
NGC4138,7,2.0,0.5,0.7,3702.813097789641,5.470074977628335,2.61,0.0024714082242095975,0.664338421723288,0.3331901700525024,5.24,0.01849809199563398,0.749510457240424,0.2319914507639421,0.3331901700525024,2.61,18659.28817220086,136.59900501907347,28.035475988482595,4.672579331413766,11253.67048659004,3702.8130977896462,10500.728355941008,nan,nan,-1.9771115829227381,150.0,1.05506708979368,1.2759721385754674,4.884314695262555,0.0,18.0,2.5,53.0,3.0,44.111,0.284,1.91,1909.11,1.51,3952.12,1.483,18.58,147.3,5.9,2.0,4.177870472985603,True
NGC4157,17,2.0,0.5,0.7,3702.813097789641,8.850531306103456,5.24,0.01539778698047232,0.9457607478827484,0.03884146513677926,8.72,0.02807661786522906,0.9508932558996561,0.02103012623511483,0.2918294965393529,1.74,17452.54151332617,132.10806755579378,32.47565555740254,2.0297284723376587,6878.931534482757,3702.81309778964,6325.3667023032185,nan,6963.458094995135,-0.845301641111724,185.0,-1.0870658178852552,1.2165947847556806,10.360720092063046,3.0,18.0,2.5,82.0,3.0,105.62,0.486,4.44,848.85,2.32,23813.87,8.226,24.09,184.7,7.2,1.0,2.6389240943365717,True
NGC4183,23,2.0,0.5,0.7,3702.813097789641,0.87,0.87,0.00808535234283757,0.9919146476571624,0.0,0.87,0.00808535234283757,0.9919146476571624,0.0,0.0,0.87,8535.275864399904,92.38655672986143,15.118456704677238,0.687202577485329,888.5089655172412,888.5089655172416,nan,847.6623263075121,691.6805311912186,-0.24703988679859593,110.0,-0.10102747349003337,0.6599045685656711,9.58042887150458,6.0,18.0,2.5,82.0,2.0,10.838,0.15,4.47,86.46,2.79,1098.58,3.506,16.07,110.6,5.4,1.0,4.143637347790385,True
NGC4214,14,2.0,0.5,0.7,3702.813097789641,0.21,0.21,0.05312652757757985,0.9468734724224201,0.0,0.21,0.05312652757757985,0.9468734724224201,0.0,0.0,0.21,7700.62667241955,87.75321459878009,58.31186591488356,4.485528147298735,2623.395714285714,2623.395714285715,nan,1885.2560047017607,816.0429451980528,-1.0305692145289669,80.4,-0.4908062144326063,1.7226651697133986,38.578478730267996,10.0,2.87,0.14,15.0,10.0,1.141,0.008,0.7,363.77,0.51,1308.67,0.486,5.84,80.1,5.8,2.0,0.743526685495501,True
NGC4217,19,2.0,0.5,0.7,3702.813097789641,8.419428300452806,4.37,0.0048341283812215275,0.05902319601015037,0.9361426756086281,8.72,0.02586645584577647,0.18948451089024018,0.7846490332639834,0.9843602996273886,0.87,13695.658347472161,117.02845101714438,531.7425292487555,29.541251624930865,19241.781011494255,3702.81309778964,11892.764111985309,19312.665651428433,19277.037169077466,-0.7656996577561327,178.0,nan,nan,0.0,3.0,18.0,2.5,86.0,2.0,85.299,0.393,5.28,483.98,2.94,4373.51,2.562,16.7,181.3,7.2,1.0,3.3161878898843775,True
NGC4389,6,2.0,0.5,0.7,3702.813097789641,2.046221581882143,0.87,0.003940960123439193,0.9960590398765607,0.0,1.74,0.009927516551506688,0.9900724834484933,0.0,0.0,0.87,4.299355507816561e-07,0.0006556947085204029,83.8421022533511,16.76842045067022,4323.148620689655,3702.81309778964,4239.959670341929,4251.586706313155,3740.48008950893,-0.5644560764708337,83.5,0.5779219103218787,1.7831960815192367,6.35957653029112,4.0,18.0,2.5,50.0,4.0,21.328,0.216,4.05,207.41,2.79,322.72,0.539,6.81,0.0,0.0,3.0,3.548792412209198,True
NGC4559,32,2.0,0.5,0.7,3702.813097789641,0.67,0.67,0.001981079760621247,0.9980189202393788,0.0,0.67,0.001981079760621247,0.9980189202393788,0.0,0.0,0.67,8389.15582148631,91.59233494941763,86.00739817058788,2.7744321990512217,2606.4483582089547,2606.448358208955,nan,2369.7767609898656,1992.2683066835407,-0.24645744324306634,121.0,0.22770343886396463,1.6921329885773322,85.8994215309496,6.0,9.0,2.7,67.0,1.0,19.377,0.107,3.82,211.27,2.1,1602.62,5.811,21.16,121.2,5.1,1.0,3.5937109796944338,True
NGC5005,18,2.0,0.5,0.7,3702.813097789641,11.216677619463578,5.74,0.07012014622007713,0.7297471260491044,0.20013272773081844,11.47,0.06614581103083503,0.7992928319041773,0.13456135706498756,0.848673966640449,0.49,39357.28272756189,198.3866999764901,18.10019401148607,1.0647172947932984,91981.70953061222,3702.8130977896462,9760.60366719595,66171.73625248378,29232.997797358552,-1.101837303318479,265.0,nan,nan,0.0,4.0,16.9,1.5,68.0,2.0,178.72,0.494,3.97,1789.91,9.45,96.57,1.28,10.41,262.2,20.7,1.0,4.821126978794236,True
NGC5033,22,2.0,0.5,0.7,3702.813097789641,7.837236698146114,3.8,0.0014904085890863495,0.584387811061579,0.4141217803493346,8.0,0.02121623296728735,0.6455055325100216,0.33327823452269106,0.9219396963585381,0.76,30570.85187169843,174.8452226161711,117.59128223271787,5.59958486822466,76821.30348684211,3702.81309778964,12086.6329126438,57838.641273981535,28241.666313951213,-1.5389692529971617,193.0,-0.2291187998524314,2.2546390875252733,66.08416639495836,5.0,15.7,4.7,66.0,1.0,110.509,0.407,2.94,2036.24,5.16,614.94,11.314,29.53,194.2,3.6,1.0,4.973444450120633,True
NGC5055,28,2.0,0.5,0.7,3702.813097789641,9.401879796346908,5.03,0.0018888101520553795,0.9981111898479447,0.0,8.62,0.022249872126915683,0.9777501278730844,0.0,0.0,0.72,19920.446850623703,141.13981313089408,1157.7467478487981,42.87950917958511,28197.132222222222,3702.81309778964,7941.467351045271,24019.39883638081,16751.000627314508,-0.7638990954317362,179.0,-2.5962214367949983,5.0852642762472025,336.17886587058774,4.0,9.9,0.3,55.0,6.0,152.922,0.282,4.18,1383.02,3.2,3348.34,11.722,35.06,179.0,4.9,1.0,2.817457892901396,True
NGC5371,19,2.0,0.5,0.7,3702.813097789641,8.634737441971406,4.33,0.0,1.0,0.0,8.66,0.0,1.0,0.0,0.0,1.45,16927.817470828173,130.1069462820036,471.4130267751962,26.189612598622013,20011.31379310345,3702.81309778964,6423.932566382638,nan,14036.925230508361,-0.8507056268273423,208.0,-0.020193989594691066,2.4236371628933275,64.61418807093378,4.0,39.7,9.92,53.0,2.0,340.393,1.881,9.8,560.83,7.44,1395.82,11.18,30.03,209.5,3.9,1.0,1.5091209374738406,True
NGC5585,24,2.0,0.5,0.7,3702.813097789641,0.43,0.26,0.0025332363578790076,0.997466763642121,0.0,0.43,0.0040828187014786506,0.9959171812985215,0.0,0.0,0.09,5753.043082219306,75.84881727633797,235.17254808419855,10.224893394965154,900.017777777778,1458.1809302325585,1292.8935875808238,1102.8127860678544,735.5796855776191,-0.16934708381709568,90.9,0.6984054965864113,2.768891572884237,145.66845030539747,7.0,7.06,2.12,51.0,2.0,2.943,0.033,2.27,90.54,1.53,297.05,1.683,10.92,90.3,2.4,1.0,0.9256980648551538,True
NGC5907,19,2.0,0.5,0.7,3702.813097789641,5.03,5.03,0.0,1.0,0.0,5.03,0.0,1.0,0.0,0.0,5.03,30410.755001713504,174.38679709689464,286.53076910543126,15.918376061412848,3179.6543240556657,3179.654324055663,nan,nan,nan,-0.8448440589427209,216.0,-0.07597424946824015,1.9817357329812242,66.76370076136871,5.0,17.3,0.9,88.0,2.0,175.425,0.646,7.88,449.6,5.34,8646.29,21.025,0.0,215.0,2.9,1.0,0.1051562609878134,True
NGC5985,33,2.0,0.5,0.7,3702.813097789641,4.113204619866816,3.54,0.005436774278320304,0.4431666580742094,0.5513965676474702,4.23,0.007813575573626273,0.5141980047921927,0.47798841963418104,0.5513965676474702,3.54,62425.15737993142,249.85026992167013,481.3924345636555,15.043513580114235,4426.483375706214,3702.81309778964,nan,nan,nan,-0.6923946000741446,291.0,0.37079980199586016,1.306313428150031,44.367824086692245,3.0,39.7,9.9,60.0,2.0,208.728,1.538,10.71,288.95,7.01,1461.61,11.586,39.5,293.6,8.6,1.0,-0.7060647065442008,True
NGC6015,44,2.0,0.5,0.7,3702.813097789641,1.0,0.34,0.005816614381403812,0.9941833856185961,0.0,1.0,0.007736638208979488,0.9922633617910205,0.0,0.0,0.34,16857.18957563162,129.83524011466076,817.9289964556255,19.021604568735476,2605.568676470588,3257.280400000002,2776.4305788542933,3257.280400000002,2450.888641446489,-0.1891048507234328,153.0,-0.1223216804587434,3.470534108017136,457.69506580659123,6.0,17.0,5.1,60.0,2.0,32.129,0.237,3.92,331.76,2.3,1926.77,5.834,21.43,154.1,7.0,2.0,-0.34025797773872296,True
NGC6195,23,2.0,0.5,0.7,3702.813097789641,13.434696292769518,6.34,0.0,0.25533838983144413,0.7446616101685558,13.32,0.0478925715607664,0.4761837254496153,0.4759237029896182,0.9652275768822269,1.33,23694.31279741945,153.92957089987436,98.11499606798465,4.459772548544756,30575.95804511278,3702.81309778964,8267.092505625995,nan,23731.695639777863,-0.9059689320025635,254.0,-1.878913553351622,2.1158109099816382,13.429967420391984,3.0,127.8,12.8,62.0,5.0,391.076,6.123,9.52,686.8,13.94,174.11,20.907,40.89,251.7,9.3,1.0,0.3361172040533127,True
